class_id,class_name,image,baseline_cam_mass_in,baseline_hit_top10,proposed_cam_mass_in,proposed_hit_top10
5,wilt,fusarium-wilt-29-_jpg.rf.13122215f1ab7cd608d3fc2fa5cbf883.jpg,0.13623084127902985,0.16427821586383043,0.5644832253456116,0.5870950416248171
5,wilt,fusarium-wilt-31-_jpg.rf.1c6cf3068ce4f080027ae59bdb4cb527.jpg,0.5533263087272644,0.6025390624998529,0.6334478855133057,0.6273925781248468
5,wilt,fusarium-wilt-36-_jpg.rf.77816945078bde78e6289ea8600e2f8e.jpg,0.8035750389099121,0.999999999999756,0.8538737297058105,0.9647460937497645
5,wilt,fusarium-wilt-42-_jpg.rf.485ca8148304743e67acc1699b5c7dc9.jpg,0.12526863813400269,0.13181152343746783,0.0,0.10788574218749736
5,wilt,fusarium-wilt-52-_jpg.rf.2d92cd23c9828170d04564b70498f211.jpg,0.9889718890190125,0.8781249999997857,0.6315545439720154,0.7010498046873289
5,wilt,fusarium-wilt-66-_jpg.rf.5c6e7553ac0142e3cbdc5a9fc8a31e84.jpg,0.038208577781915665,0.0,0.06210877373814583,0.0834472322561546
5,wilt,fusarium-wilt-8-_jpg.rf.07c059546ac015f5a743e62f8575e629.jpg,0.14287927746772766,0.16938476562495866,0.0,0.15606201171874617
5,wilt,verticilium-wilt-19-_jpg.rf.12c2abd26bae46dad9e628a917b441cf.jpg,0.0,0.11293457031249723,0.10011561214923859,0.10400390624997462
5,wilt,verticilium-wilt-25-_jpg.rf.04fe9cab2cf097f7bd86a302cd8c3088.jpg,0.5629665851593018,0.6575683593748395,0.2825483977794647,0.33784179687491755
5,wilt,verticilium-wilt-5-_jpg.rf.c5e187cbd2dbd281d05ce25fcb2b361e.jpg,0.08201256394386292,0.10510253906247435,0.05420941486954689,0.046679687499988604
5,wilt,wilt-108-_jpg.rf.9e273d1c991508527dc90f952ecb9165.jpg,0.9767566919326782,0.999999999999756,0.809747040271759,0.8078359575245191
5,wilt,wilt-127-_jpg.rf.5c75c4f651bb068b433008042db7b056.jpg,0.9713863730430603,0.999999999999756,0.8876259326934814,0.9279541015622735
5,wilt,wilt-166-_jpg.rf.855edacfb0c223fa63b0eb3ae3591548.jpg,0.9944374561309814,0.999999999999756,0.9828241467475891,0.999999999999756
5,wilt,wilt-175-_jpg.rf.0437b1ff8668978c3468a6b7ea7a2a86.jpg,0.9961385130882263,0.999999999999756,0.7740545868873596,0.7230712890623235
5,wilt,wilt-176-_jpg.rf.6f3a3b54c0a454d5bab87a37743f176c.jpg,0.9967077374458313,0.999999999999756,0.6726896166801453,0.6579101562498394
5,wilt,wilt-191-_jpg.rf.1a23544670ecd9ba75b2abad4a323bbd.jpg,0.9975014328956604,0.999999999999756,0.7641392350196838,0.7143798828123257
5,wilt,wilt-195-_jpg.rf.fc89f7aaf8d90ecf0e782df5775edd1c.jpg,0.9707364439964294,0.9783447265622612,0.7701051831245422,0.6646322111274958
